"PROVINCIA","MUNICIPIO","ESTACION","MAGNITUD","PUNTO_MUESTREO","ANO","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
28,79,56,89,"28079056_89_98",2024,2,26,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N"
28,79,58,83,"28079058_83_98",2024,2,26,9.9,"V",10.4,"V",9.6,"V",9,"V",8.9,"V",8.9,"V",8.6,"V",7.4,"V",7.1,"V",7.7,"V",0,"N",0,"N",0,"N",11,"V",9.9,"V",7.4,"V",7.3,"V",7.6,"V",8,"V",8.1,"V",7.8,"V",7.3,"V",6.6,"V",0,"N"
28,79,58,86,"28079058_86_98",2024,2,26,90,"V",63,"V",64,"V",64,"V",64,"V",66,"V",70,"V",78,"V",72,"V",69,"V",0,"N",0,"N",0,"N",46,"V",48,"V",65,"V",67,"V",67,"V",65,"V",60,"V",60,"V",59,"V",59,"V",0,"N"
28,79,59,81,"28079059_81_98",2024,2,26,2.75,"V",2.51,"V",2.49,"V",2.75,"V",1.23,"V",1.04,"V",1.84,"V",2.57,"V",2.09,"V",2.26,"V",2.46,"V",2.65,"V",2.72,"V",3.06,"V",2.93,"V",3.71,"V",2.74,"V",2.25,"V",1.79,"V",0.7,"V",1.66,"V",1.5,"V",1.81,"V",0,"N"
28,79,59,82,"28079059_82_98",2024,2,26,235,"V",251,"V",271,"V",267,"V",261,"V",247,"V",218,"V",258,"V",260,"V",285,"V",277,"V",282,"V",269,"V",273,"V",269,"V",271,"V",262,"V",265,"V",280,"V",282,"V",0,"V",295,"V",294,"V",0,"N"
28,79,59,83,"28079059_83_98",2024,2,26,9.9,"V",10,"V",10,"V",9.2,"V",8.9,"V",8.7,"V",8.7,"V",7.9,"V",7.9,"V",7.7,"V",9.1,"V",9.9,"V",10.5,"V",10.4,"V",10.6,"V",8.2,"V",7.5,"V",7.6,"V",7.9,"V",8,"V",7.6,"V",7.6,"V",6.7,"V",0,"N"
28,79,59,86,"28079059_86_98",2024,2,26,93,"V",83,"V",68,"V",65,"V",66,"V",67,"V",69,"V",73,"V",70,"V",68,"V",65,"V",58,"V",52,"V",51,"V",48,"V",61,"V",66,"V",67,"V",67,"V",66,"V",61,"V",60,"V",61,"V",0,"N"
28,79,59,87,"28079059_87_98",2024,2,26,928,"V",928,"V",927,"V",927,"V",927,"V",926,"V",926,"V",926,"V",927,"V",925,"V",928,"V",928,"V",928,"V",928,"V",927,"V",927,"V",928,"V",928,"V",929,"V",930,"V",931,"V",932,"V",933,"V",0,"N"
28,79,59,88,"28079059_88_98",2024,2,26,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",90,"V",340,"V",468,"V",608,"V",687,"V",717,"V",555,"V",150,"V",115,"V",76,"V",21,"V",1,"V",1,"V",1,"V",1,"V",0,"N"
28,79,59,89,"28079059_89_98",2024,2,26,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N"
